IP地址,端口,IP段,大洲,国家,城市
146.59.153.77,2053,146.59.0.0/16,EU,FR,N/A
135.125.217.19,443,135.125.0.0/16,EU,FR,N/A
57.128.171.28,2087,57.128.0.0/15,EU,FR,N/A
144.24.200.164,443,144.24.0.0/16,EU,FR,Marseille
37.187.98.185,443,37.187.0.0/16,EU,FR,N/A
103.102.231.45,2053,103.102.231.0/24,EU,FR,N/A
162.19.64.105,2053,162.19.0.0/16,EU,FR,N/A
141.94.206.222,2053,141.94.0.0/15,EU,FR,N/A
109.120.178.231,2053,109.120.176.0/22,EU,FR,Paris
15.237.137.128,8443,15.236.0.0/14,EU,FR,Paris
141.94.204.206,2053,141.94.0.0/15,EU,FR,N/A
162.19.242.215,8443,162.19.0.0/16,EU,FR,N/A
89.208.97.163,443,89.208.96.0/23,EU,FR,Paris
162.19.226.175,2053,162.19.0.0/16,EU,FR,N/A
94.131.118.9,443,94.131.116.0/22,EU,FR,Paris
141.94.68.216,8443,141.94.0.0/15,EU,FR,N/A
103.102.231.50,2053,103.102.231.0/24,EU,FR,N/A
162.19.242.215,2053,162.19.0.0/16,EU,FR,N/A
51.195.119.65,8443,51.195.0.0/16,EU,FR,N/A
141.94.221.26,2053,141.94.0.0/15,EU,FR,N/A
37.187.54.16,2053,37.187.0.0/16,EU,FR,N/A
51.210.96.182,2053,51.210.0.0/16,EU,FR,N/A
103.102.231.124,2053,103.102.231.0/24,EU,FR,N/A
141.95.159.211,2053,141.94.0.0/15,EU,FR,N/A
191.96.153.5,8443,191.96.153.0/24,EU,FR,Paris
162.19.252.123,8443,162.19.0.0/16,EU,FR,N/A
109.176.244.97,2053,109.176.244.0/24,EU,FR,Gravelines
141.94.222.105,8443,141.94.0.0/15,EU,FR,N/A
188.165.1.138,8443,188.165.0.0/16,EU,FR,N/A
141.94.221.25,8443,141.94.0.0/15,EU,FR,N/A
88.218.78.153,443,88.218.76.0/22,EU,FR,Strasbourg
141.94.220.64,8443,141.94.0.0/15,EU,FR,N/A
146.103.49.162,8443,146.103.49.0/24,EU,FR,Gravelines
51.195.119.47,2053,51.195.0.0/16,EU,FR,N/A
51.38.48.18,2053,51.38.0.0/16,EU,FR,N/A
147.45.68.147,2053,147.45.68.0/22,EU,FR,Paris
51.159.6.227,2053,51.158.0.0/15,EU,FR,Paris
146.103.49.143,8443,146.103.49.0/24,EU,FR,Gravelines
141.95.127.227,2053,141.94.0.0/15,EU,FR,N/A
162.19.243.52,8443,162.19.0.0/16,EU,FR,N/A
51.38.51.236,2053,51.38.0.0/16,EU,FR,N/A
51.178.81.223,2053,51.178.0.0/16,EU,FR,N/A
51.38.51.190,8443,51.38.0.0/16,EU,FR,N/A
141.94.221.119,2053,141.94.0.0/15,EU,FR,N/A
51.38.50.211,8443,51.38.0.0/16,EU,FR,N/A
51.38.50.211,2053,51.38.0.0/16,EU,FR,N/A
146.103.49.111,8443,146.103.49.0/24,EU,FR,Gravelines
141.94.70.24,8443,141.94.0.0/15,EU,FR,N/A
146.103.49.223,2053,146.103.49.0/24,EU,FR,Gravelines
162.19.247.5,2053,162.19.0.0/16,EU,FR,N/A
86.104.74.79,8443,86.104.72.0/22,EU,FR,Paris
145.239.201.32,8443,145.239.0.0/16,EU,FR,N/A
51.178.83.212,8443,51.178.0.0/16,EU,FR,N/A
95.182.96.30,2053,95.182.96.0/22,EU,FR,Paris
51.178.83.65,2053,51.178.0.0/16,EU,FR,N/A
151.80.57.36,8443,151.80.0.0/16,EU,FR,Roubaix
191.96.153.20,2053,191.96.153.0/24,EU,FR,Paris
103.102.231.232,2053,103.102.231.0/24,EU,FR,N/A
188.165.26.118,2053,188.165.0.0/16,EU,FR,N/A
141.94.220.57,8443,141.94.0.0/15,EU,FR,N/A
57.128.172.239,2053,57.128.0.0/15,EU,FR,N/A
51.83.45.59,2053,51.83.0.0/16,EU,FR,Anzin
103.102.231.125,2053,103.102.231.0/24,EU,FR,N/A
109.176.244.179,2053,109.176.244.0/24,EU,FR,Gravelines
162.19.254.49,8443,162.19.0.0/16,EU,FR,N/A
141.94.221.230,8443,141.94.0.0/15,EU,FR,N/A
141.94.205.248,8443,141.94.0.0/15,EU,FR,N/A
51.178.80.153,2053,51.178.0.0/16,EU,FR,N/A
5.135.110.142,443,5.135.0.0/16,EU,FR,N/A
191.96.153.153,2053,191.96.153.0/24,EU,FR,Paris
162.19.242.212,2053,162.19.0.0/16,EU,FR,N/A
45.95.173.22,443,45.95.172.0/22,EU,FR,Strasbourg
162.19.66.30,2053,162.19.0.0/16,EU,FR,N/A
94.23.171.114,8443,94.23.0.0/16,EU,FR,N/A
88.218.78.205,2053,88.218.76.0/22,EU,FR,Strasbourg
141.94.223.220,2053,141.94.0.0/15,EU,FR,N/A
146.103.49.91,2053,146.103.49.0/24,EU,FR,Gravelines
54.37.235.201,443,54.36.0.0/14,EU,FR,N/A
54.37.142.110,2053,54.36.0.0/14,EU,FR,N/A
51.77.78.20,8443,51.77.0.0/16,EU,FR,N/A
191.96.153.152,8443,191.96.153.0/24,EU,FR,Paris
109.120.179.49,2053,109.120.176.0/22,EU,FR,Paris
51.195.102.134,2053,51.195.0.0/16,EU,FR,N/A
146.70.88.123,8443,146.70.64.0/18,EU,FR,Paris
45.112.195.171,2053,45.112.195.0/24,EU,FR,N/A
146.103.49.151,8443,146.103.49.0/24,EU,FR,Gravelines
51.195.40.4,8443,51.195.0.0/16,EU,FR,N/A
141.94.223.220,443,141.94.0.0/15,EU,FR,N/A
141.94.70.243,8443,141.94.0.0/15,EU,FR,N/A
188.130.207.158,8443,188.130.206.0/23,EU,FR,Paris
141.94.205.202,8443,141.94.0.0/15,EU,FR,N/A
188.130.207.158,2053,188.130.206.0/23,EU,FR,Paris
51.178.39.34,2053,51.178.0.0/16,EU,FR,N/A
193.233.133.49,8443,193.233.133.0/24,EU,FR,Paris
45.112.195.232,2053,45.112.195.0/24,EU,FR,N/A
193.233.133.49,2053,193.233.133.0/24,EU,FR,Paris
92.222.22.40,2053,92.222.0.0/16,EU,FR,Paris
191.96.153.193,2053,191.96.153.0/24,EU,FR,Paris
51.195.119.195,8443,51.195.0.0/16,EU,FR,N/A
162.19.243.46,8443,162.19.0.0/16,EU,FR,N/A
137.74.198.216,8443,137.74.0.0/16,EU,FR,N/A
162.19.24.169,2053,162.19.0.0/16,EU,FR,N/A
103.102.231.129,2053,103.102.231.0/24,EU,FR,N/A
141.94.205.63,2053,141.94.0.0/15,EU,FR,N/A
193.176.158.101,2053,193.176.158.0/24,EU,FR,Paris
89.208.97.169,2053,89.208.96.0/23,EU,FR,Paris
188.165.2.84,8443,188.165.0.0/16,EU,FR,N/A
163.172.89.158,81,163.172.0.0/16,EU,FR,Paris
94.23.169.3,2053,94.23.0.0/16,EU,FR,N/A
188.165.2.84,2053,188.165.0.0/16,EU,FR,N/A
141.94.206.218,8443,141.94.0.0/15,EU,FR,N/A
141.94.222.33,2053,141.94.0.0/15,EU,FR,N/A
212.83.138.31,443,212.83.128.0/18,EU,FR,Paris
185.120.59.207,2053,185.120.59.0/24,EU,FR,Paris
141.94.206.137,8443,141.94.0.0/15,EU,FR,N/A
185.231.205.92,8443,185.231.204.0/22,EU,FR,Paris
46.226.167.205,8443,46.226.160.0/21,EU,FR,Paris
51.38.50.52,8443,51.38.0.0/16,EU,FR,N/A
109.176.244.219,2053,109.176.244.0/24,EU,FR,Gravelines
51.38.227.155,2053,51.38.0.0/16,EU,FR,N/A
46.226.167.205,2053,46.226.160.0/21,EU,FR,Paris
158.178.206.197,8443,158.178.192.0/19,EU,FR,Paris
141.94.204.167,8443,141.94.0.0/15,EU,FR,N/A
193.70.0.150,8443,193.70.0.0/17,EU,FR,N/A
193.42.62.215,8443,193.42.60.0/22,EU,FR,Strasbourg
51.38.49.187,2053,51.38.0.0/16,EU,FR,N/A
38.180.93.241,443,38.180.92.0/22,EU,FR,Paris
141.94.204.167,2053,141.94.0.0/15,EU,FR,N/A
88.218.76.250,2053,88.218.76.0/22,EU,FR,Strasbourg
191.96.153.35,8443,191.96.153.0/24,EU,FR,Paris
51.195.41.72,8443,51.195.0.0/16,EU,FR,N/A
141.94.220.168,2053,141.94.0.0/15,EU,FR,N/A
141.94.220.157,8443,141.94.0.0/15,EU,FR,N/A
54.37.64.126,8443,54.36.0.0/14,EU,FR,N/A
141.145.216.142,2087,141.145.192.0/19,EU,FR,Paris
141.145.199.188,443,141.145.192.0/19,EU,FR,Paris
45.63.114.83,443,45.63.64.0/18,EU,FR,Aubervilliers
193.233.133.61,2053,193.233.133.0/24,EU,FR,Paris
191.96.153.142,2053,191.96.153.0/24,EU,FR,Paris
146.59.19.208,8443,146.59.0.0/16,EU,FR,N/A
51.38.51.73,2053,51.38.0.0/16,EU,FR,N/A
141.94.221.240,2053,141.94.0.0/15,EU,FR,N/A
103.82.101.179,443,103.82.100.0/23,EU,FR,Paris
141.95.161.241,2053,141.94.0.0/15,EU,FR,N/A
141.94.221.163,8443,141.94.0.0/15,EU,FR,N/A
162.19.254.98,2053,162.19.0.0/16,EU,FR,N/A
51.178.83.50,8443,51.178.0.0/16,EU,FR,N/A
88.218.78.57,443,88.218.76.0/22,EU,FR,Strasbourg
185.159.131.165,8443,185.159.131.0/24,EU,FR,Paris
51.38.51.14,2053,51.38.0.0/16,EU,FR,N/A
141.94.222.73,8443,141.94.0.0/15,EU,FR,N/A
162.19.253.192,8443,162.19.0.0/16,EU,FR,N/A
103.102.231.89,2053,103.102.231.0/24,EU,FR,N/A
51.159.28.94,6221,51.158.0.0/15,EU,FR,Paris
103.102.231.186,2053,103.102.231.0/24,EU,FR,N/A
95.182.96.14,8443,95.182.96.0/22,EU,FR,Paris
151.80.57.196,2053,151.80.0.0/16,EU,FR,Roubaix
162.19.253.192,2053,162.19.0.0/16,EU,FR,N/A
135.125.191.180,8443,135.125.0.0/16,EU,FR,N/A
51.38.48.91,8443,51.38.0.0/16,EU,FR,N/A
51.38.48.91,2053,51.38.0.0/16,EU,FR,N/A
54.37.73.185,2053,54.36.0.0/14,EU,FR,N/A
141.94.221.2,8443,141.94.0.0/15,EU,FR,N/A
103.102.231.19,2053,103.102.231.0/24,EU,FR,N/A
146.59.153.201,2053,146.59.0.0/16,EU,FR,N/A
141.94.222.188,8443,141.94.0.0/15,EU,FR,N/A
45.112.195.182,2053,45.112.195.0/24,EU,FR,N/A
162.19.65.172,8443,162.19.0.0/16,EU,FR,N/A
54.37.64.120,2053,54.36.0.0/14,EU,FR,N/A
5.196.13.49,2053,5.196.0.0/16,EU,FR,N/A
141.94.205.129,8443,141.94.0.0/15,EU,FR,N/A
51.195.119.175,2053,51.195.0.0/16,EU,FR,N/A
109.120.178.197,8443,109.120.176.0/22,EU,FR,Paris
141.94.204.68,2053,141.94.0.0/15,EU,FR,N/A
162.19.66.26,8443,162.19.0.0/16,EU,FR,N/A
162.19.65.172,2053,162.19.0.0/16,EU,FR,N/A
146.59.14.96,443,146.59.0.0/16,EU,FR,N/A
141.94.204.144,8443,141.94.0.0/15,EU,FR,N/A
213.156.138.192,40778,213.156.138.0/24,EU,FR,Paris
94.23.168.201,8443,94.23.0.0/16,EU,FR,N/A
162.19.66.26,2053,162.19.0.0/16,EU,FR,N/A
51.210.96.119,8443,51.210.0.0/16,EU,FR,N/A
188.165.26.178,2053,188.165.0.0/16,EU,FR,N/A
141.94.223.24,8443,141.94.0.0/15,EU,FR,N/A
191.96.153.22,2053,191.96.153.0/24,EU,FR,Paris
135.125.234.160,2053,135.125.0.0/16,EU,FR,N/A
54.37.64.97,2053,54.36.0.0/14,EU,FR,N/A
141.94.223.24,2053,141.94.0.0/15,EU,FR,N/A
191.96.153.183,2053,191.96.153.0/24,EU,FR,Paris
51.195.102.180,2053,51.195.0.0/16,EU,FR,N/A
141.94.205.22,2053,141.94.0.0/15,EU,FR,N/A
136.244.118.247,443,136.244.64.0/18,EU,FR,Aubervilliers
141.94.221.241,2053,141.94.0.0/15,EU,FR,N/A
103.102.231.147,2053,103.102.231.0/24,EU,FR,N/A
103.102.231.218,2053,103.102.231.0/24,EU,FR,N/A
51.38.224.25,8443,51.38.0.0/16,EU,FR,N/A
141.94.204.212,2053,141.94.0.0/15,EU,FR,N/A
54.36.100.7,8443,54.36.0.0/14,EU,FR,N/A
146.103.49.200,2053,146.103.49.0/24,EU,FR,Gravelines
51.195.26.124,2053,51.195.0.0/16,EU,FR,N/A
193.176.153.197,443,193.176.153.0/24,EU,FR,Paris
146.59.225.232,8443,146.59.0.0/16,EU,FR,N/A
51.83.228.224,2053,51.83.0.0/16,EU,FR,N/A
146.59.225.232,2053,146.59.0.0/16,EU,FR,N/A
37.187.225.21,8443,37.187.0.0/16,EU,FR,N/A
51.38.225.63,2053,51.38.0.0/16,EU,FR,N/A
141.94.68.157,2053,141.94.0.0/15,EU,FR,N/A
95.182.97.113,8443,95.182.96.0/22,EU,FR,Paris
141.95.193.15,2053,141.94.0.0/15,EU,FR,N/A
141.94.63.242,2053,141.94.0.0/15,EU,FR,N/A
91.121.54.50,700,91.121.0.0/16,EU,FR,N/A
141.94.222.46,2053,141.94.0.0/15,EU,FR,N/A
95.182.97.113,2053,95.182.96.0/22,EU,FR,Paris
95.182.97.147,2053,95.182.96.0/22,EU,FR,Paris
45.112.195.228,2053,45.112.195.0/24,EU,FR,N/A
141.94.206.26,2053,141.94.0.0/15,EU,FR,N/A
45.112.195.85,2053,45.112.195.0/24,EU,FR,N/A
51.195.118.15,2053,51.195.0.0/16,EU,FR,N/A
54.37.64.148,8443,54.36.0.0/14,EU,FR,N/A
146.103.49.75,2053,146.103.49.0/24,EU,FR,Gravelines
54.38.219.132,12055,54.36.0.0/14,EU,FR,N/A
136.244.115.71,2053,136.244.64.0/18,EU,FR,Aubervilliers
185.159.131.216,8443,185.159.131.0/24,EU,FR,Paris
54.37.64.148,2053,54.36.0.0/14,EU,FR,N/A
38.180.62.4,443,38.180.60.0/22,EU,FR,Paris
193.70.0.78,8443,193.70.0.0/17,EU,FR,N/A
51.91.100.173,2053,51.91.0.0/16,EU,FR,N/A
185.159.131.216,2053,185.159.131.0/24,EU,FR,Paris
178.32.106.119,2053,178.32.0.0/15,EU,FR,N/A
146.103.49.33,2053,146.103.49.0/24,EU,FR,Gravelines
51.38.49.23,8443,51.38.0.0/16,EU,FR,N/A
162.19.246.187,2053,162.19.0.0/16,EU,FR,N/A
51.83.40.171,2053,51.83.0.0/16,EU,FR,Anzin
109.176.244.174,2053,109.176.244.0/24,EU,FR,Gravelines
51.254.6.14,443,51.254.0.0/15,EU,FR,N/A
141.94.206.222,8443,141.94.0.0/15,EU,FR,N/A
109.176.244.178,2053,109.176.244.0/24,EU,FR,Gravelines
217.182.61.115,80,217.182.0.0/16,EU,FR,N/A
141.94.204.206,8443,141.94.0.0/15,EU,FR,N/A
162.19.226.175,8443,162.19.0.0/16,EU,FR,N/A
51.195.119.76,2053,51.195.0.0/16,EU,FR,N/A
88.218.77.42,2053,88.218.76.0/22,EU,FR,Strasbourg
92.222.24.127,2053,92.222.0.0/16,EU,FR,Paris
162.19.254.52,2053,162.19.0.0/16,EU,FR,N/A
37.187.54.16,8443,37.187.0.0/16,EU,FR,N/A
51.210.96.182,8443,51.210.0.0/16,EU,FR,N/A
141.95.159.211,8443,141.94.0.0/15,EU,FR,N/A
109.176.244.97,8443,109.176.244.0/24,EU,FR,Gravelines
89.168.43.31,2053,89.168.32.0/19,EU,FR,Paris
147.45.68.228,8443,147.45.68.0/22,EU,FR,Paris
103.102.231.23,2053,103.102.231.0/24,EU,FR,N/A
103.102.231.231,2053,103.102.231.0/24,EU,FR,N/A
144.91.96.225,2053,144.91.64.0/18,EU,FR,Lauterbourg
51.195.42.173,2053,51.195.0.0/16,EU,FR,N/A
191.96.153.91,2053,191.96.153.0/24,EU,FR,Paris
109.176.244.67,2053,109.176.244.0/24,EU,FR,Gravelines
146.103.49.109,2053,146.103.49.0/24,EU,FR,Gravelines
51.38.48.228,2053,51.38.0.0/16,EU,FR,N/A
163.172.151.138,2053,163.172.0.0/16,EU,FR,Paris
191.96.153.60,2053,191.96.153.0/24,EU,FR,Paris
51.255.171.207,2053,51.254.0.0/15,EU,FR,N/A
51.38.48.18,8443,51.38.0.0/16,EU,FR,N/A
145.239.201.33,2053,145.239.0.0/16,EU,FR,N/A
188.130.207.126,28869,188.130.206.0/23,EU,FR,Paris
51.159.6.227,8443,51.158.0.0/15,EU,FR,Paris
141.95.127.227,8443,141.94.0.0/15,EU,FR,N/A
162.19.24.253,2053,162.19.0.0/16,EU,FR,N/A
38.180.62.4,41697,38.180.60.0/22,EU,FR,Paris
103.102.231.137,2053,103.102.231.0/24,EU,FR,N/A
51.38.226.4,2053,51.38.0.0/16,EU,FR,N/A
103.102.231.202,2053,103.102.231.0/24,EU,FR,N/A
51.38.51.236,8443,51.38.0.0/16,EU,FR,N/A
51.178.81.223,8443,51.178.0.0/16,EU,FR,N/A
185.159.131.180,2053,185.159.131.0/24,EU,FR,Paris
141.94.221.119,8443,141.94.0.0/15,EU,FR,N/A
51.195.116.16,2053,51.195.0.0/16,EU,FR,N/A
141.94.207.7,8443,141.94.0.0/15,EU,FR,N/A
146.103.49.185,2053,146.103.49.0/24,EU,FR,Gravelines
51.195.119.78,2053,51.195.0.0/16,EU,FR,N/A
141.94.207.218,2053,141.94.0.0/15,EU,FR,N/A
141.94.207.7,2053,141.94.0.0/15,EU,FR,N/A
188.165.137.201,8443,188.165.0.0/16,EU,FR,N/A
146.103.49.159,2053,146.103.49.0/24,EU,FR,Gravelines
141.94.68.162,2053,141.94.0.0/15,EU,FR,N/A
188.165.137.201,2053,188.165.0.0/16,EU,FR,N/A
129.151.245.82,587,129.151.0.0/16,EU,FR,Marseille
191.96.153.92,2053,191.96.153.0/24,EU,FR,Paris
51.38.48.27,2053,51.38.0.0/16,EU,FR,N/A
95.182.96.30,8443,95.182.96.0/22,EU,FR,Paris
51.178.83.65,8443,51.178.0.0/16,EU,FR,N/A
88.218.78.95,8443,88.218.76.0/22,EU,FR,Strasbourg
188.165.26.118,8443,188.165.0.0/16,EU,FR,N/A
51.195.43.174,2053,51.195.0.0/16,EU,FR,N/A
54.36.103.135,8443,54.36.0.0/14,EU,FR,N/A
51.210.150.130,2053,51.210.0.0/16,EU,FR,N/A
51.83.45.59,8443,51.83.0.0/16,EU,FR,Anzin
141.94.221.79,2053,141.94.0.0/15,EU,FR,N/A
51.178.81.163,2053,51.178.0.0/16,EU,FR,N/A
54.36.103.135,2053,54.36.0.0/14,EU,FR,N/A
51.178.82.214,2053,51.178.0.0/16,EU,FR,N/A
51.178.80.153,8443,51.178.0.0/16,EU,FR,N/A
51.178.80.31,20304,51.178.0.0/16,EU,FR,N/A
178.32.42.230,2053,178.32.0.0/15,EU,FR,N/A
103.102.231.174,2053,103.102.231.0/24,EU,FR,N/A
78.153.136.196,8443,78.153.136.0/24,EU,FR,Paris
141.95.149.52,2053,141.94.0.0/15,EU,FR,N/A
162.19.66.30,8443,162.19.0.0/16,EU,FR,N/A
88.218.78.205,8443,88.218.76.0/22,EU,FR,Strasbourg
146.103.49.91,8443,146.103.49.0/24,EU,FR,Gravelines
54.37.142.110,8443,54.36.0.0/14,EU,FR,N/A
141.94.222.3,2053,141.94.0.0/15,EU,FR,N/A
51.178.37.179,2053,51.178.0.0/16,EU,FR,N/A
162.19.25.13,2053,162.19.0.0/16,EU,FR,N/A
188.165.26.180,2053,188.165.0.0/16,EU,FR,N/A
51.178.39.34,8443,51.178.0.0/16,EU,FR,N/A
158.178.193.78,82,158.178.192.0/19,EU,FR,Paris
51.178.80.31,8668,51.178.0.0/16,EU,FR,N/A
92.222.22.40,8443,92.222.0.0/16,EU,FR,Paris
51.178.80.31,40051,51.178.0.0/16,EU,FR,N/A
191.96.153.193,8443,191.96.153.0/24,EU,FR,Paris
45.112.195.55,2053,45.112.195.0/24,EU,FR,N/A
188.165.54.172,2053,188.165.0.0/16,EU,FR,N/A
162.19.24.169,8443,162.19.0.0/16,EU,FR,N/A
88.218.78.34,443,88.218.76.0/22,EU,FR,Strasbourg
51.15.210.1,443,51.15.0.0/16,EU,FR,Paris
191.96.153.171,8443,191.96.153.0/24,EU,FR,Paris
141.94.220.21,2053,141.94.0.0/15,EU,FR,N/A
162.19.65.2,8443,162.19.0.0/16,EU,FR,N/A
89.208.97.224,8443,89.208.96.0/23,EU,FR,Paris
141.94.205.63,8443,141.94.0.0/15,EU,FR,N/A
191.96.153.171,2053,191.96.153.0/24,EU,FR,Paris
193.176.158.101,8443,193.176.158.0/24,EU,FR,Paris
162.19.65.2,2053,162.19.0.0/16,EU,FR,N/A
103.102.231.16,2053,103.102.231.0/24,EU,FR,N/A
94.23.169.3,8443,94.23.0.0/16,EU,FR,N/A
141.94.222.33,8443,141.94.0.0/15,EU,FR,N/A
82.64.152.55,20304,82.64.128.0/17,EU,FR,N/A
88.218.79.147,443,88.218.76.0/22,EU,FR,Strasbourg
141.94.223.237,8443,141.94.0.0/15,EU,FR,N/A
185.120.59.207,8443,185.120.59.0/24,EU,FR,Paris
15.237.137.128,2053,15.236.0.0/14,EU,FR,Paris
141.94.223.237,2053,141.94.0.0/15,EU,FR,N/A
141.94.68.216,2053,141.94.0.0/15,EU,FR,N/A
51.38.227.155,8443,51.38.0.0/16,EU,FR,N/A
51.195.119.65,2053,51.195.0.0/16,EU,FR,N/A
51.195.91.96,443,51.195.0.0/16,EU,FR,N/A
191.96.153.5,2053,191.96.153.0/24,EU,FR,Paris
162.19.252.123,2053,162.19.0.0/16,EU,FR,N/A
51.38.49.187,8443,51.38.0.0/16,EU,FR,N/A
88.218.76.250,8443,88.218.76.0/22,EU,FR,Strasbourg
141.94.222.105,2053,141.94.0.0/15,EU,FR,N/A
141.94.220.168,8443,141.94.0.0/15,EU,FR,N/A
94.228.162.90,2053,94.228.162.0/23,EU,FR,Paris
103.102.231.72,2053,103.102.231.0/24,EU,FR,N/A
89.208.97.166,2053,89.208.96.0/23,EU,FR,Paris
188.165.1.138,2053,188.165.0.0/16,EU,FR,N/A
141.95.127.112,8443,141.94.0.0/15,EU,FR,N/A
141.94.221.25,2053,141.94.0.0/15,EU,FR,N/A
51.38.227.72,8443,51.38.0.0/16,EU,FR,N/A
141.94.220.64,2053,141.94.0.0/15,EU,FR,N/A
146.103.49.162,2053,146.103.49.0/24,EU,FR,Gravelines
191.96.153.244,2053,191.96.153.0/24,EU,FR,Paris
51.38.227.72,2053,51.38.0.0/16,EU,FR,N/A
193.233.133.61,8443,193.233.133.0/24,EU,FR,Paris
51.38.48.190,8443,51.38.0.0/16,EU,FR,N/A
191.96.153.142,8443,191.96.153.0/24,EU,FR,Paris
146.103.49.143,2053,146.103.49.0/24,EU,FR,Gravelines
162.19.243.52,2053,162.19.0.0/16,EU,FR,N/A
94.232.247.83,8443,94.232.244.0/22,EU,FR,Paris
51.38.48.190,2053,51.38.0.0/16,EU,FR,N/A
51.195.117.115,2053,51.195.0.0/16,EU,FR,N/A
94.228.162.111,65000,94.228.162.0/23,EU,FR,Paris
141.94.221.240,8443,141.94.0.0/15,EU,FR,N/A
51.38.51.190,2053,51.38.0.0/16,EU,FR,N/A
94.232.247.83,2053,94.232.244.0/22,EU,FR,Paris
146.103.49.92,2053,146.103.49.0/24,EU,FR,Gravelines
141.95.161.241,8443,141.94.0.0/15,EU,FR,N/A
146.103.49.111,2053,146.103.49.0/24,EU,FR,Gravelines
141.94.70.24,2053,141.94.0.0/15,EU,FR,N/A
193.176.179.119,443,193.176.179.0/24,EU,FR,Paris
178.32.137.165,8443,178.32.0.0/15,EU,FR,N/A
178.32.137.165,2053,178.32.0.0/15,EU,FR,N/A
141.94.205.201,8443,141.94.0.0/15,EU,FR,N/A
51.38.51.14,8443,51.38.0.0/16,EU,FR,N/A
45.112.195.103,2053,45.112.195.0/24,EU,FR,N/A
185.159.131.233,443,185.159.131.0/24,EU,FR,Paris
86.104.74.79,2053,86.104.72.0/22,EU,FR,Paris
141.94.205.201,2053,141.94.0.0/15,EU,FR,N/A
145.239.201.32,2053,145.239.0.0/16,EU,FR,N/A
151.80.57.196,8443,151.80.0.0/16,EU,FR,Roubaix
51.210.101.146,2087,51.210.0.0/16,EU,FR,N/A
151.80.57.36,2053,151.80.0.0/16,EU,FR,Roubaix
54.37.73.185,8443,54.36.0.0/14,EU,FR,N/A
144.24.195.115,23010,144.24.0.0/16,EU,FR,Marseille
109.176.244.87,2053,109.176.244.0/24,EU,FR,Gravelines
141.94.220.57,2053,141.94.0.0/15,EU,FR,N/A
191.96.153.19,2053,191.96.153.0/24,EU,FR,Paris
146.59.153.201,8443,146.59.0.0/16,EU,FR,N/A
162.19.254.49,2053,162.19.0.0/16,EU,FR,N/A
141.94.221.230,2053,141.94.0.0/15,EU,FR,N/A
103.102.231.194,2053,103.102.231.0/24,EU,FR,N/A
141.94.205.248,2053,141.94.0.0/15,EU,FR,N/A
185.231.205.144,2053,185.231.204.0/22,EU,FR,Paris
92.119.124.224,2053,92.119.124.0/22,EU,FR,Strasbourg
51.178.190.164,17984,51.178.0.0/16,EU,FR,N/A
54.37.64.120,8443,54.36.0.0/14,EU,FR,N/A
94.23.83.13,8443,94.23.0.0/16,EU,FR,N/A
109.176.244.107,2053,109.176.244.0/24,EU,FR,Gravelines
51.38.98.202,443,51.38.0.0/16,EU,FR,N/A
5.196.13.49,8443,5.196.0.0/16,EU,FR,N/A
46.105.41.242,2053,46.105.0.0/16,EU,FR,N/A
141.94.204.68,8443,141.94.0.0/15,EU,FR,N/A
94.23.171.114,2053,94.23.0.0/16,EU,FR,N/A
51.195.119.77,2053,51.195.0.0/16,EU,FR,N/A
51.77.78.20,2053,51.77.0.0/16,EU,FR,N/A
109.176.244.135,2053,109.176.244.0/24,EU,FR,Gravelines
191.96.153.152,2053,191.96.153.0/24,EU,FR,Paris
146.70.88.123,2053,146.70.64.0/18,EU,FR,Paris
146.103.49.151,2053,146.103.49.0/24,EU,FR,Gravelines
51.195.40.4,2053,51.195.0.0/16,EU,FR,N/A
188.165.26.178,8443,188.165.0.0/16,EU,FR,N/A
141.94.70.243,2053,141.94.0.0/15,EU,FR,N/A
191.96.153.22,8443,191.96.153.0/24,EU,FR,Paris
141.94.205.202,2053,141.94.0.0/15,EU,FR,N/A
146.103.49.212,2053,146.103.49.0/24,EU,FR,Gravelines
135.125.234.160,8443,135.125.0.0/16,EU,FR,N/A
54.37.64.97,8443,54.36.0.0/14,EU,FR,N/A
51.195.102.180,8443,51.195.0.0/16,EU,FR,N/A
51.195.102.49,2053,51.195.0.0/16,EU,FR,N/A
141.94.205.22,8443,141.94.0.0/15,EU,FR,N/A
54.36.98.241,2053,54.36.0.0/14,EU,FR,N/A
51.195.119.195,2053,51.195.0.0/16,EU,FR,N/A
162.19.243.46,2053,162.19.0.0/16,EU,FR,N/A
141.94.221.241,8443,141.94.0.0/15,EU,FR,N/A
141.94.204.212,8443,141.94.0.0/15,EU,FR,N/A
141.147.106.18,10086,141.147.0.0/17,EU,GB,Slough
185.127.17.163,4903,185.127.16.0/22,EU,GB,Poplar
89.47.249.221,8443,89.47.249.0/24,EU,GB,London
5.144.181.15,2053,5.144.181.0/24,EU,GB,N/A
5.144.182.145,2053,5.144.182.0/24,EU,GB,N/A
91.199.32.99,2053,91.199.32.0/24,EU,GB,London
104.194.130.209,8443,104.194.128.0/22,EU,GB,N/A
185.92.74.88,443,185.92.72.0/22,EU,GB,N/A
45.77.89.208,19960,45.76.0.0/15,EU,GB,Tower Hamlets
185.245.83.41,31687,185.245.80.0/22,EU,GB,Poplar
45.140.167.225,2096,45.140.166.0/23,EU,GB,Coventry
91.199.32.39,2053,91.199.32.0/24,EU,GB,London
